person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_home_ownership,loan_intent,loan_grade,cb_person_default_on_file,loan_status
21,65379,3,14409,14.005536208831815,0.2748049085191698,13,407,RENT,EDUCATION,G,N,1
33,98612,2,4791,10.05060779272889,0.2473286075145365,19,575,RENT,MEDICAL,D,N,1
41,134828,1,26864,13.856587407686483,0.32496053519386603,12,479,RENT,HOMEIMPROVEMENT,E,N,1
33,147445,7,37639,21.945388199254477,0.3308864328033217,16,592,OWN,MEDICAL,D,Y,1
19,57650,22,35574,9.120113571040797,0.109415829600498,25,474,MORTGAGE,EDUCATION,F,N,1
66,66881,8,18888,24.041913033058474,0.39030511541729596,27,422,RENT,PERSONAL,F,N,1
45,66413,1,20692,11.83731537596302,0.1741677340775283,5,526,MORTGAGE,VENTURE,C,N,1
49,26012,13,24501,24.7160731890061,0.4572328460764613,25,743,RENT,EDUCATION,G,N,1
44,70115,13,14304,21.772177750679244,0.41803279853667463,16,727,OWN,EDUCATION,B,Y,1
37,27151,3,28527,21.17141068294781,0.2058197186906368,25,382,RENT,HOMEIMPROVEMENT,C,N,1
41,77716,29,19074,11.358093475465672,0.4134826819403215,6,364,OWN,MEDICAL,C,N,1
29,113747,5,16549,5.175544238958589,0.2103757246849569,11,580,OWN,MEDICAL,B,N,0
67,112653,10,30963,12.642658176519756,0.09542645673621827,17,690,RENT,HOMEIMPROVEMENT,C,N,0
52,56378,2,26920,11.036187393253874,0.4828497074265686,26,727,MORTGAGE,VENTURE,G,N,1
50,62652,7,31826,5.747939808175946,0.343670906846948,23,406,OWN,PERSONAL,A,N,1
50,92430,2,37071,15.107305130118593,0.2552447869981663,14,847,MORTGAGE,PERSONAL,D,N,0
68,33467,13,17061,13.060626225654733,0.22899800818896787,6,561,RENT,VENTURE,G,Y,1
60,51010,27,29810,17.691129354830494,0.19611740041621878,25,458,OWN,HOMEIMPROVEMENT,E,N,1
54,148647,12,48966,17.423726443881662,0.4916514179431082,23,564,MORTGAGE,EDUCATION,B,Y,1
29,141999,12,23800,7.414932717933603,0.11063626930890832,28,767,OWN,MEDICAL,A,N,0
20,134793,1,44423,24.53931092253245,0.19166227651425577,11,501,RENT,EDUCATION,F,Y,1
18,74691,12,42692,8.738628588828938,0.2684739381271986,12,454,OWN,MEDICAL,E,N,1
50,84157,28,10940,13.905480495294091,0.26509979527444016,13,312,RENT,EDUCATION,E,Y,1
57,128177,18,4924,14.762350868674698,0.26211491798352954,4,596,MORTGAGE,HOMEIMPROVEMENT,E,Y,1
27,32289,26,29054,21.261255944282404,0.12910271712367183,7,797,OWN,HOMEIMPROVEMENT,C,N,1
60,64976,5,10783,6.984591921892935,0.11521963719927525,2,544,MORTGAGE,VENTURE,C,N,0
61,63596,15,38253,13.572885584170635,0.16464541384787904,6,599,RENT,EDUCATION,C,N,1
46,43171,1,46397,17.57004340472408,0.46153676921092524,6,661,RENT,EDUCATION,G,N,1
30,120441,7,14233,9.303112432481111,0.10087383552552956,18,653,MORTGAGE,VENTURE,C,Y,1
29,146296,16,46669,17.549357975321456,0.39084129651799615,20,820,MORTGAGE,VENTURE,A,N,0
48,106365,22,25484,23.473296750993054,0.39089677691001706,8,685,RENT,HOMEIMPROVEMENT,C,N,1
63,138218,1,26068,24.9503626234535,0.41439668175376804,8,611,MORTGAGE,HOMEIMPROVEMENT,B,N,1
19,119590,9,1191,5.649021535813514,0.44897697004521,29,713,RENT,EDUCATION,E,N,0
68,134014,27,26074,9.71176456489355,0.16836627989251862,8,577,MORTGAGE,HOMEIMPROVEMENT,A,N,1
67,64139,15,5917,11.206142315833949,0.15105176117100338,8,655,RENT,HOMEIMPROVEMENT,F,N,0
52,68713,5,39599,12.982522008899322,0.2594775499373659,1,824,RENT,EDUCATION,C,N,0
40,49734,27,26832,9.845143151695348,0.16929012593841627,2,315,OWN,VENTURE,F,N,1
34,92588,1,43928,9.069759891106251,0.3804394950423984,12,344,RENT,EDUCATION,E,N,1
43,83646,1,21706,24.09107684835,0.33617280953364514,15,620,RENT,PERSONAL,A,N,1
25,23654,25,14682,23.370432055410358,0.4437444596236932,4,625,OWN,EDUCATION,E,N,1
46,109022,12,27762,5.93985002006235,0.0872322365691822,28,447,OWN,PERSONAL,F,N,0
43,38743,23,24383,11.776260432096963,0.46178750001113367,25,654,MORTGAGE,EDUCATION,G,Y,1
27,68368,14,28796,13.102971073568133,0.1820068820015403,3,535,MORTGAGE,PERSONAL,A,N,1
43,110025,27,24666,9.780290693318868,0.2708124556671428,14,404,RENT,PERSONAL,D,N,1
51,94172,1,26662,17.577457939763512,0.24737514617283968,22,773,MORTGAGE,EDUCATION,G,Y,1
68,26441,6,46159,17.80761493288482,0.39214024299699074,23,695,MORTGAGE,HOMEIMPROVEMENT,A,N,1
58,139735,2,35642,22.01008456657194,0.23914998924432918,8,745,RENT,MEDICAL,C,Y,1
24,44611,7,42830,19.817385367704357,0.4745989155422342,13,519,OWN,HOMEIMPROVEMENT,F,N,1
21,139891,22,38531,15.851466539319112,0.45614024718735896,23,741,OWN,PERSONAL,E,N,1
67,127971,13,11234,18.0717354008884,0.44247251838627794,19,327,RENT,EDUCATION,E,Y,1
62,32149,23,10221,10.479775630860361,0.08206624969170256,22,774,RENT,EDUCATION,E,Y,1
28,120102,29,12410,16.861123799347155,0.43441612769927274,5,604,RENT,EDUCATION,B,N,1
46,79189,22,15519,14.784545094998386,0.4017359504494447,13,704,RENT,EDUCATION,B,N,1
53,127904,26,2051,7.666889346327408,0.09658082615275895,28,812,RENT,MEDICAL,C,N,0
42,41675,21,45993,9.850885531659415,0.09833644644629985,26,801,RENT,VENTURE,D,N,0
38,91031,28,10765,10.83386901443172,0.09552371518289353,20,647,MORTGAGE,PERSONAL,B,N,1
53,62668,6,12382,23.48619134105116,0.0550996669420194,1,539,MORTGAGE,MEDICAL,A,Y,1
27,33673,20,13580,9.607732787717788,0.2968854373375626,16,636,MORTGAGE,HOMEIMPROVEMENT,G,N,1
54,149582,6,33323,10.784878056393364,0.4880274311462195,29,325,OWN,VENTURE,F,N,1
26,96666,0,45757,12.387082601788645,0.2474081163049071,23,708,RENT,VENTURE,C,N,0
41,108204,16,12939,18.27485477250774,0.2933408758493104,24,376,RENT,EDUCATION,G,N,1
52,100758,8,30964,7.36476784944281,0.48558640854648,2,516,MORTGAGE,MEDICAL,D,N,1
66,85429,29,1307,24.07890424987552,0.16483200294840383,7,627,OWN,HOMEIMPROVEMENT,G,N,1
52,43669,20,4359,22.31142440189529,0.43631161366921833,6,322,MORTGAGE,EDUCATION,A,N,1
65,54068,12,30648,16.544321460179003,0.29587571024528125,5,609,RENT,EDUCATION,E,N,1
53,108789,20,36944,18.480757348499136,0.3062644315983548,29,566,RENT,PERSONAL,B,N,1
35,29435,18,35019,5.33320942488432,0.20442823574327762,4,714,MORTGAGE,VENTURE,A,N,0
66,114088,20,39134,11.778895506968974,0.30271296243510865,2,566,MORTGAGE,HOMEIMPROVEMENT,D,Y,1
56,72249,18,28323,20.91320461322884,0.08291412926522777,10,632,RENT,VENTURE,C,N,1
49,57384,24,7226,6.549659475847718,0.3940896076763505,22,749,MORTGAGE,MEDICAL,G,N,0
41,148782,24,22689,10.646276684214405,0.17810949269492227,5,546,RENT,PERSONAL,A,Y,1
40,101929,21,31971,16.705936566686226,0.4494237482722797,18,335,MORTGAGE,EDUCATION,C,N,1
49,147959,16,26954,10.128260553978837,0.21553281257335632,10,700,OWN,PERSONAL,E,N,1
54,96153,22,25423,23.679559482890383,0.11427084971909718,23,327,RENT,EDUCATION,D,N,1
29,124056,22,31391,7.621172616085808,0.36314670846581826,22,519,OWN,PERSONAL,D,N,1
66,95388,29,15330,20.947887158155574,0.12406016512107629,28,705,MORTGAGE,EDUCATION,G,N,1
30,51401,9,5891,15.158973838128166,0.3891562319943457,15,570,OWN,VENTURE,B,Y,1
40,145511,9,5992,20.00661551639912,0.4856505063827524,27,810,MORTGAGE,VENTURE,F,N,1
42,91831,3,2961,11.214306566228949,0.4007987909578678,9,585,OWN,VENTURE,D,N,1
52,139503,7,13497,15.289792046240775,0.06010216179409611,11,753,OWN,VENTURE,A,N,1
58,135760,21,33551,22.136706994463527,0.31994860462374863,26,616,OWN,PERSONAL,A,Y,1
47,121529,19,11848,14.337561982462088,0.36293480193637595,21,596,RENT,EDUCATION,A,Y,1
34,147834,19,14255,12.194397238205392,0.4214562466083283,25,637,OWN,VENTURE,E,N,1
66,54084,17,5567,15.72310772505472,0.07520103902255007,25,606,MORTGAGE,PERSONAL,D,Y,1
37,140387,13,49847,19.34725506072734,0.26604852257852885,29,727,MORTGAGE,EDUCATION,D,N,1
65,130641,17,40281,13.871266909970055,0.29091689268727744,17,650,RENT,PERSONAL,A,N,1
42,125111,27,49003,23.77753950284546,0.12610618818988012,21,810,RENT,VENTURE,G,N,1
39,75826,13,21389,10.898916480846841,0.19510241436979237,9,824,MORTGAGE,MEDICAL,B,N,0
30,56451,19,45523,14.50927212338241,0.24809977681527434,23,791,OWN,PERSONAL,G,N,0
36,27227,20,44919,20.13855318682883,0.4249443595810107,16,308,MORTGAGE,VENTURE,B,N,1
66,51910,23,17567,18.782421809915164,0.4682334047315931,6,796,RENT,HOMEIMPROVEMENT,D,N,1
53,56041,14,4358,22.272821048343122,0.3327902730129528,22,739,RENT,EDUCATION,G,N,1
29,108920,21,23999,24.936183613622177,0.22772533370965797,11,407,MORTGAGE,VENTURE,D,N,1
58,85681,29,43358,13.537166575901791,0.16431395800954368,23,544,OWN,HOMEIMPROVEMENT,C,N,1
36,123314,3,11988,7.223017595666237,0.4919608329962677,17,554,OWN,PERSONAL,D,N,1
29,101571,12,41446,5.6083176161593595,0.49235899913436126,4,332,RENT,PERSONAL,G,N,1
26,85481,26,32521,19.537538122795432,0.46623962670576563,29,322,MORTGAGE,HOMEIMPROVEMENT,A,N,1
24,88576,22,6698,22.480273426174314,0.40355111744501865,15,348,MORTGAGE,HOMEIMPROVEMENT,F,N,1
45,127958,7,2273,9.414251718888373,0.1966007946855282,1,761,RENT,EDUCATION,E,N,0
31,149265,17,28543,8.16896074379812,0.4176502175739338,22,635,MORTGAGE,PERSONAL,D,Y,1
48,147556,11,32349,6.24410183051382,0.23395685777202768,29,657,RENT,HOMEIMPROVEMENT,D,N,0
69,84174,22,12241,21.454058434344127,0.19704789416977037,20,421,OWN,MEDICAL,A,N,1
36,46160,13,10497,11.227638797851686,0.3851894113098258,1,743,OWN,MEDICAL,C,N,0
64,135170,1,42875,13.03393785519553,0.0858442674291903,9,658,MORTGAGE,HOMEIMPROVEMENT,F,N,1
33,137867,17,33703,15.055003832192247,0.07185322548304776,12,645,OWN,EDUCATION,D,Y,1
22,37633,23,45041,21.789064684191015,0.25157916373153355,4,492,OWN,PERSONAL,B,N,1
52,114880,1,32954,18.0166644312297,0.2505374603699729,28,715,RENT,MEDICAL,B,Y,1
29,37014,10,9002,17.301292597156227,0.4530398688787257,22,676,RENT,HOMEIMPROVEMENT,B,N,1
42,100532,8,5247,8.513441999118214,0.10676889332951756,13,762,MORTGAGE,HOMEIMPROVEMENT,E,N,0
69,69104,11,42988,15.263797834196595,0.10547776735358576,7,445,RENT,VENTURE,E,N,1
38,61621,16,22698,19.307620343573106,0.11635367021370553,8,777,MORTGAGE,HOMEIMPROVEMENT,F,N,1
53,97231,14,20738,24.465217660609834,0.06338131758257118,28,707,MORTGAGE,EDUCATION,D,N,1
40,88388,24,11703,9.028126184267045,0.08227928201670878,13,585,RENT,MEDICAL,D,N,0
33,36014,16,49240,5.190867061344533,0.34694144007306754,11,410,OWN,VENTURE,D,N,1
56,112578,25,18570,6.5060286719693945,0.24421294810287913,9,349,OWN,MEDICAL,E,N,1
62,53755,28,13392,12.517049303639585,0.39362138018960613,25,313,OWN,MEDICAL,F,N,1
59,60390,25,45724,21.410892954919742,0.4966689733617471,24,433,OWN,EDUCATION,D,N,1
56,43711,17,33299,5.142841635364901,0.3465656064945506,16,642,MORTGAGE,HOMEIMPROVEMENT,A,N,0
31,111658,21,16641,14.134611857716806,0.07270500677905568,10,585,OWN,EDUCATION,C,Y,1
48,77993,5,14998,11.584612306827891,0.09705328913945369,11,613,MORTGAGE,HOMEIMPROVEMENT,G,Y,1
22,94696,16,7305,6.049634201994552,0.44645183816661854,12,596,RENT,VENTURE,B,N,0
52,47213,22,33726,14.004725733452347,0.2873731750512177,28,463,RENT,EDUCATION,B,N,1
40,135788,23,19782,10.094974146734376,0.421176721728083,14,796,MORTGAGE,EDUCATION,A,Y,1
46,124956,17,13721,12.03769668694013,0.43547555130121673,19,315,OWN,PERSONAL,D,N,1
60,77784,7,40763,19.11230609568586,0.46745354367478364,12,643,MORTGAGE,EDUCATION,F,N,1
28,27421,8,13427,15.431019678219343,0.4774231424688646,18,377,OWN,PERSONAL,F,N,1
35,106936,5,47550,7.492948579856266,0.2996716084264878,21,645,OWN,HOMEIMPROVEMENT,E,N,0
64,119073,4,21566,24.22829080847278,0.20345907751521525,17,371,MORTGAGE,HOMEIMPROVEMENT,D,N,1
29,37727,11,3230,17.718215314194765,0.48283919345659937,3,569,MORTGAGE,HOMEIMPROVEMENT,F,N,1
26,132418,24,7511,20.31736851325063,0.29633288270055136,1,586,OWN,PERSONAL,D,N,1
27,24358,28,43229,6.584263000167416,0.07891372532957497,29,365,MORTGAGE,HOMEIMPROVEMENT,B,N,1
61,85108,27,27177,5.9411675892003775,0.33924944752693925,19,367,OWN,MEDICAL,G,N,1
34,146609,10,5765,5.388961007361623,0.3144581376777548,29,492,MORTGAGE,EDUCATION,G,Y,1
55,114018,24,21354,8.77588055546889,0.4531067928026177,4,354,RENT,PERSONAL,G,N,1
24,144457,0,24929,13.288167954369904,0.3439342351210156,23,678,OWN,HOMEIMPROVEMENT,B,N,1
63,52117,10,29820,23.716522668056456,0.20707359100769812,28,467,RENT,MEDICAL,E,N,1
30,108700,18,47040,14.141193185315526,0.4848015765676192,16,708,MORTGAGE,EDUCATION,G,N,1
57,51910,8,30523,10.805102107450589,0.4107287686919151,12,807,RENT,EDUCATION,B,N,0
59,146888,26,6552,16.238705070393266,0.3336879282716095,21,836,MORTGAGE,HOMEIMPROVEMENT,D,N,1
26,118032,1,1627,7.238691562695784,0.1818163415314053,21,401,OWN,MEDICAL,G,Y,1
67,75754,11,12989,17.190117820099665,0.218093133341433,13,721,MORTGAGE,PERSONAL,A,N,1
44,82438,3,14780,16.368639086610067,0.3514864658434955,17,777,MORTGAGE,HOMEIMPROVEMENT,E,Y,1
19,129847,3,7589,20.839860668114195,0.08239136830849478,8,419,OWN,EDUCATION,A,Y,1
22,49371,17,35812,24.733752232340482,0.16550626624261855,13,590,MORTGAGE,EDUCATION,D,N,1
46,71501,14,29128,10.01746943432221,0.3712554200284691,20,787,OWN,EDUCATION,E,Y,1
54,80946,18,46939,15.193129016075213,0.2660083294300794,26,460,MORTGAGE,HOMEIMPROVEMENT,A,N,1
55,58467,12,39652,23.177308126380073,0.23107710416649357,5,377,OWN,VENTURE,E,N,1
36,37625,18,28790,20.703797688456827,0.11815593008018653,18,337,RENT,VENTURE,D,N,1
25,53893,16,41953,14.748126062016151,0.24883206551497966,15,693,MORTGAGE,VENTURE,F,Y,1
65,96329,5,1249,23.907432992295558,0.39681138684210526,12,740,MORTGAGE,MEDICAL,G,N,1
62,51007,15,20309,6.144733870336188,0.16880578073235186,29,839,MORTGAGE,HOMEIMPROVEMENT,E,N,0
18,111302,23,26901,23.61997239425168,0.052429343982654836,17,761,OWN,EDUCATION,G,N,1
39,59532,11,24576,6.010147847656131,0.3508272055179423,25,593,MORTGAGE,MEDICAL,G,N,0
69,74253,18,32508,15.946094882293686,0.48768197199464863,15,699,OWN,VENTURE,F,N,1
34,32323,4,10175,22.808818960021714,0.3230719536148623,2,391,MORTGAGE,PERSONAL,D,N,1
24,131335,16,26464,10.254418871226056,0.10396483651720856,6,305,RENT,MEDICAL,E,N,1
42,132356,25,17260,14.44496997890317,0.19432989155510288,17,570,MORTGAGE,MEDICAL,E,Y,1
62,130944,22,36440,11.486577582739333,0.4404387266241005,16,398,RENT,HOMEIMPROVEMENT,F,N,1
21,93379,25,30546,24.04287834152703,0.15465563341557287,17,825,OWN,MEDICAL,B,N,1
53,34210,28,41047,21.472911895061817,0.3234631565739236,25,493,RENT,HOMEIMPROVEMENT,F,N,1
23,36456,0,42430,19.18003022652759,0.23120204371429903,20,456,MORTGAGE,PERSONAL,F,N,1
48,51367,27,2987,16.752539732302175,0.14352967463884206,9,414,MORTGAGE,EDUCATION,F,Y,1
36,74624,26,26105,21.41183578648296,0.4160331021041058,27,695,OWN,EDUCATION,D,N,1
61,30106,24,13948,12.845340830470942,0.38427407440956063,5,821,MORTGAGE,VENTURE,C,N,0
56,123493,23,14026,13.951037102121237,0.34771597968166945,23,513,MORTGAGE,VENTURE,F,N,1
44,88008,22,3773,19.60003442161723,0.15635146562093805,1,832,OWN,PERSONAL,E,N,1
27,145926,9,46927,12.155095265874285,0.09403565122240251,6,314,OWN,EDUCATION,A,Y,1
43,135395,14,10878,6.278018840967476,0.3092716984216848,24,718,RENT,VENTURE,B,N,0
36,136492,22,43946,6.486692177721429,0.299155025092745,14,667,OWN,MEDICAL,F,Y,1
56,92240,20,11377,7.307256026114077,0.13477325420069286,17,512,MORTGAGE,HOMEIMPROVEMENT,F,N,1
20,84315,20,8347,22.393626466873254,0.07531101244182763,25,304,OWN,VENTURE,B,N,1
62,89249,10,34776,14.444528515124087,0.0863188043872937,19,530,MORTGAGE,PERSONAL,F,N,1
30,90587,12,4783,19.25764738689473,0.4967469439307302,1,500,RENT,EDUCATION,E,Y,1
67,30756,4,5298,12.858186712097865,0.4026127526342977,1,701,OWN,PERSONAL,C,N,1
45,88011,0,5668,10.17421894831269,0.46489436418432767,13,448,MORTGAGE,HOMEIMPROVEMENT,F,N,1
37,56378,23,21671,11.943843351244238,0.1377746250063635,14,791,OWN,HOMEIMPROVEMENT,B,N,0
45,24255,11,35820,20.88364690634367,0.4822558413455458,27,525,OWN,PERSONAL,F,N,1
25,34484,10,35484,17.504322500628763,0.11419445816292294,6,468,OWN,VENTURE,D,N,1
58,145703,16,34078,23.75279559915804,0.279086822854912,27,451,OWN,VENTURE,E,Y,1
56,76549,3,48159,18.59409557153668,0.4233630579876788,6,523,RENT,EDUCATION,E,N,1
18,54503,14,21922,16.403632635093878,0.20741150953021076,1,803,MORTGAGE,EDUCATION,C,N,1
20,144465,24,35028,17.20392017971669,0.24117283992960525,14,849,OWN,MEDICAL,D,Y,1
30,93794,29,46925,23.847428789368294,0.10768329963459403,3,343,MORTGAGE,MEDICAL,D,N,1
45,145941,8,21316,20.764018597334122,0.10531484599953775,23,803,RENT,EDUCATION,C,N,1
66,126283,20,12460,5.480824747328756,0.3288057011503968,10,540,MORTGAGE,MEDICAL,G,N,0
42,120732,19,17968,15.682793922713945,0.3539895658790255,19,650,MORTGAGE,PERSONAL,G,Y,1
50,65113,18,31266,18.766768230931298,0.399799631336987,19,322,RENT,VENTURE,A,N,1
55,125730,18,31209,19.9739695687831,0.3005069237067891,19,342,OWN,MEDICAL,G,N,1
23,94069,11,25000,9.262842386278734,0.3405916815175877,28,765,MORTGAGE,MEDICAL,F,N,0
61,118117,4,15011,22.343547089027044,0.05608277226487403,23,339,MORTGAGE,PERSONAL,D,N,1
62,25249,9,3866,24.116862943503275,0.12297682721173463,4,602,OWN,HOMEIMPROVEMENT,A,Y,1
49,145654,16,48133,9.734306116897395,0.4932116447076071,20,474,OWN,EDUCATION,A,N,1
62,139979,4,6898,22.652309150344916,0.08419707784212431,19,831,MORTGAGE,PERSONAL,E,N,1
64,39201,21,19395,6.939575250321908,0.3554547000171102,10,760,RENT,HOMEIMPROVEMENT,F,N,0
38,145541,15,40019,6.114136722304904,0.12923718486427233,27,492,OWN,PERSONAL,E,N,1
33,78576,6,38707,7.584476002054988,0.37252336359543886,25,543,OWN,VENTURE,B,N,1
38,138562,27,5006,6.15482158934072,0.36769568133289704,2,579,RENT,PERSONAL,G,N,0
28,145281,8,35393,21.90024474311552,0.1553895769046406,4,335,MORTGAGE,PERSONAL,E,N,1
54,29686,2,11956,6.181002889165439,0.17133547964864188,24,839,OWN,VENTURE,D,N,0
53,132413,14,31663,10.43328382727311,0.3446468211209397,6,453,MORTGAGE,EDUCATION,D,Y,1
52,73363,15,7078,7.075126870717128,0.22553871745109616,7,322,MORTGAGE,HOMEIMPROVEMENT,F,N,1
36,117543,17,30631,10.908440726275298,0.1375465863649601,16,390,MORTGAGE,MEDICAL,A,N,1
37,20661,13,31140,6.81118935201841,0.3792558194543668,29,689,RENT,EDUCATION,D,N,0
35,64843,2,42691,18.360065014860282,0.11936638595135038,7,658,MORTGAGE,PERSONAL,G,N,1
64,115673,11,4961,7.666536326851503,0.435039648865226,18,849,MORTGAGE,MEDICAL,E,N,0
58,80963,8,30277,22.036918516777757,0.2816012858233224,20,527,OWN,VENTURE,G,N,1
66,133092,27,42574,21.34382101453282,0.09756527174568531,26,501,OWN,EDUCATION,E,N,1
31,62828,6,32417,5.273233709412189,0.362332550088943,26,649,RENT,HOMEIMPROVEMENT,F,N,1
32,68604,8,23484,22.91452711030229,0.2836233678085432,22,337,RENT,EDUCATION,G,N,1
48,30526,12,19103,5.578886334867342,0.18412590730766432,19,799,OWN,EDUCATION,E,N,0
18,88910,17,30345,9.792915699151132,0.2401427211007347,9,342,OWN,MEDICAL,G,N,1
20,45592,4,47326,5.647782755519901,0.18425198461437448,29,816,RENT,VENTURE,C,N,0
33,48982,12,40454,11.71686974078632,0.1683616260842528,20,367,MORTGAGE,VENTURE,F,N,1
40,20207,3,2587,15.277330514265433,0.12362378937967049,10,422,RENT,EDUCATION,F,N,1
28,120969,1,43571,20.932897380302762,0.21324520991186413,13,635,MORTGAGE,VENTURE,D,N,1
29,137181,15,22031,11.759631009396722,0.16294424284223186,18,452,OWN,MEDICAL,F,N,1
27,108733,8,27212,19.109800493462334,0.3575455191742627,16,461,OWN,MEDICAL,B,N,1
49,118936,8,11350,8.750089142379608,0.35774453352348784,22,513,OWN,HOMEIMPROVEMENT,D,N,1
33,144982,5,19816,20.011969134882527,0.2758281091500373,17,675,MORTGAGE,VENTURE,D,N,1
25,145839,10,21288,9.719932118184751,0.40007503736164446,22,742,RENT,HOMEIMPROVEMENT,G,N,0
55,88619,21,30432,7.870895118875358,0.4286028735527217,13,722,MORTGAGE,PERSONAL,C,N,0
29,49328,23,45222,8.708177007481087,0.3108949058454229,12,837,RENT,MEDICAL,D,N,0
41,66479,21,49617,8.641262577637107,0.3285208232435452,10,529,RENT,EDUCATION,A,N,1
45,128427,0,7837,15.257257587539822,0.17729865940386436,1,358,RENT,MEDICAL,E,N,1
25,40103,3,35217,21.895951623762922,0.4526911403174839,8,395,OWN,PERSONAL,E,N,1
45,59891,12,21884,6.592101539850113,0.06089271999013843,21,561,RENT,EDUCATION,F,N,0
53,30754,22,6454,19.139126369868453,0.20687111124928054,22,653,OWN,VENTURE,G,N,1
43,119983,12,10424,18.086929193057152,0.3748101896974352,18,611,RENT,VENTURE,C,N,1
25,101437,12,37885,22.450399036587246,0.08604027935202256,2,435,RENT,MEDICAL,E,N,1
67,118540,1,42637,9.882951210138145,0.13242628734273168,16,772,OWN,EDUCATION,A,N,0
45,92982,8,44618,14.002197173700592,0.31517857753828304,12,729,OWN,EDUCATION,C,N,1
45,122747,23,19412,23.516547488870348,0.30199715215860107,9,836,MORTGAGE,HOMEIMPROVEMENT,B,N,1
54,75922,7,48111,18.199869002706343,0.38251773325892974,3,445,RENT,PERSONAL,E,N,1
58,68231,6,40613,12.77536825723194,0.4156756875896773,22,823,OWN,VENTURE,D,N,0
53,49301,3,21142,7.628247657105369,0.1078608103302511,26,386,MORTGAGE,MEDICAL,A,Y,1
44,111652,17,38392,10.249700158011821,0.05827144539885892,21,408,MORTGAGE,EDUCATION,G,N,1
34,140787,2,9848,16.624309549787668,0.36033733384650773,28,722,OWN,VENTURE,G,Y,1
26,146823,27,14136,19.363358951210273,0.18562630809486164,4,644,RENT,MEDICAL,A,N,1
50,82711,5,1589,7.48843773703787,0.3316927612630791,26,565,MORTGAGE,VENTURE,E,N,1
37,61323,11,21908,16.99194520088108,0.11774506462800112,2,793,RENT,MEDICAL,F,N,0
30,38752,11,7509,16.00702557677502,0.2610680209996833,8,632,RENT,VENTURE,B,N,1
45,117912,20,41461,15.279108933814161,0.2769911357285466,10,712,MORTGAGE,HOMEIMPROVEMENT,D,N,1
65,102205,27,43222,18.80246235364016,0.3132850173679472,16,490,OWN,PERSONAL,B,N,1
46,118452,7,45476,21.748991901669235,0.28092650734875396,23,441,RENT,VENTURE,B,Y,1
30,33395,21,46710,11.459793663537369,0.27306084660292124,11,372,OWN,PERSONAL,E,Y,1
63,105957,21,10968,22.78024380221919,0.19973036929273502,18,466,MORTGAGE,VENTURE,D,N,1
52,141237,0,3462,8.212672252371014,0.08203110634313882,22,467,RENT,EDUCATION,E,Y,1
23,76273,3,10460,8.460477395023286,0.09028408855857904,14,558,OWN,HOMEIMPROVEMENT,E,N,0
35,147431,20,34783,10.335441272478478,0.24520022348321918,8,738,OWN,HOMEIMPROVEMENT,F,N,0
68,111878,27,10275,7.390617390941556,0.21010690751944688,23,410,RENT,PERSONAL,A,N,1
22,24895,10,29677,9.60638449365755,0.282260662103524,15,830,OWN,EDUCATION,G,N,0
64,139968,2,14269,7.1282352580568915,0.18717717616532015,17,589,OWN,MEDICAL,F,N,0
42,135700,12,1406,21.43504833970781,0.35955954115489597,21,809,MORTGAGE,HOMEIMPROVEMENT,G,Y,1
19,96559,24,8384,7.779379837732492,0.43877966990427975,18,474,MORTGAGE,EDUCATION,F,N,1
27,30699,16,23553,19.945951151197136,0.18448843495409045,6,601,OWN,EDUCATION,E,Y,1
47,85061,21,25366,5.958277358266675,0.13684280357256287,23,484,OWN,PERSONAL,F,N,0
67,29715,21,45036,23.9704065502783,0.1022812584143401,14,638,RENT,EDUCATION,G,N,1
62,39169,9,18369,19.223201750555322,0.3273143182568656,23,809,MORTGAGE,EDUCATION,F,Y,1
22,145436,20,12795,5.135930971722235,0.24973519601325622,3,609,RENT,MEDICAL,C,N,0
50,138413,11,5485,20.27713000400428,0.13460707273833003,7,806,OWN,PERSONAL,D,Y,1
18,36163,14,42669,15.281638415323705,0.34391152998133495,15,645,RENT,PERSONAL,A,N,1
35,139264,20,3618,20.587303406702397,0.11681743235237799,21,380,OWN,EDUCATION,G,N,1
49,25782,9,31143,15.44993617781177,0.29943531763157866,24,673,MORTGAGE,MEDICAL,D,N,1
64,108177,13,30425,17.82049715270709,0.2872167717313691,28,455,MORTGAGE,VENTURE,A,N,1
66,149772,12,23673,20.72663310790081,0.38040251053373747,16,731,OWN,HOMEIMPROVEMENT,C,N,1
28,144481,4,10603,13.102161091757134,0.07479933797330005,16,799,MORTGAGE,PERSONAL,E,N,0
38,104328,5,40696,5.054162996409042,0.44954281933309864,8,446,OWN,MEDICAL,G,N,1
43,135028,23,6368,21.99892991890377,0.3663462767660688,7,780,RENT,MEDICAL,A,Y,1
42,55585,1,5621,12.617807252493252,0.147256699256943,6,734,OWN,EDUCATION,A,Y,1
39,50682,21,15719,14.92085452033166,0.13253240687438286,2,818,RENT,HOMEIMPROVEMENT,A,N,0
44,67864,16,30227,5.155332843079375,0.24424709636470254,22,368,OWN,PERSONAL,C,N,1
66,149992,3,44894,14.84184020700196,0.4179043982950686,13,485,MORTGAGE,VENTURE,D,N,1
30,104416,13,8566,24.72974803143459,0.4293274969125982,12,503,OWN,EDUCATION,C,N,1
50,75114,9,13306,10.565353216375392,0.28420524146272236,15,312,OWN,PERSONAL,A,N,1
